{
FlexPDE Version 6.50/W64  16:07:14 Jan 31 2017
basismodel_sin_kort.pde  16:17:47 5/28/18
Title: Concentratie
from (0.1,0)
to (0.1,-5)
 Time 210
<c> , <X> , <Y> 
}
  10.,    0.1000000000,    0.0000000000
  10.007465827,    0.1000000000,   -0.0172810939
  10.108032232,    0.1000000000,   -0.0345621878
  10.27614206,    0.1000000000,   -0.0499651665
  10.466786242,    0.1000000000,   -0.0624564581
  10.777320336,    0.1000000000,   -0.0782435590
  11.008681294,    0.1000000000,   -0.0880240039
  11.330579808,    0.1000000000,   -0.0999303330
  12.007372674,    0.1000000000,   -0.1209676574
  12.666542493,    0.1000000000,   -0.1382487513
  13.401686878,    0.1000000000,   -0.1555298453
  13.990696474,    0.1000000000,   -0.1662675629
  14.910962775,    0.1000000000,   -0.1802689719
  15.443496942,    0.1000000000,   -0.1873693744
  16.487905871,    0.1000000000,   -0.1998606660
  17.273039482,    0.1000000000,   -0.2096429194
  18.963053344,    0.1000000000,   -0.2269481086
  20.168510779,    0.1000000000,   -0.2373867911
  21.797382897,    0.1000000000,   -0.2498954995
  23.627256761,    0.1000000000,   -0.2624042079
  25.040695607,    0.1000000000,   -0.2712383959
  27.890009727,    0.1000000000,   -0.2874216246
  30.32288883,    0.1000000000,   -0.2999303330
  32.956769678,    0.1000000000,   -0.3124390414
  35.791652273,    0.1000000000,   -0.3249477498
  38.369039639,    0.1000000000,   -0.3356191979
  42.064419677,    0.1000000000,   -0.3499651665
  45.502307339,    0.1000000000,   -0.3624738749
  51.484916079,    0.1000000000,   -0.3826948109
  57.021980803,    0.1000000000,   -0.4000000000
  57.021980803,    0.1000000000,   -0.4000000000
  60.598012479,    0.1000000000,   -0.4145233167
  65.061987746,    0.1000000000,   -0.4290466334
  69.512423394,    0.1000000000,   -0.4412834008
  73.756094042,    0.1000000000,   -0.4516042510
  83.117316376,    0.1000000000,   -0.4713357150
  89.177644367,    0.1000000000,   -0.4825668016
  93.256121982,    0.1000000000,   -0.4896218266
  100.70118463,    0.1000000000,   -0.5016632169
  110.49288159,    0.1000000000,   -0.5161865337
  121.17253053,    0.1000000000,   -0.5307098504
  132.74012904,    0.1000000000,   -0.5452331671
  145.19568266,    0.1000000000,   -0.5597564838
  158.53918825,    0.1000000000,   -0.5742798005
  166.34747615,    0.1000000000,   -0.5823600504
  175.48864584,    0.1000000000,   -0.5914780529
  187.89005595,    0.1000000000,   -0.6033264339
  194.82101647,    0.1000000000,   -0.6097140580
  203.8974182,    0.1000000000,   -0.6178497506
  215.55332457,    0.1000000000,   -0.6279500630
  243.12994165,    0.1000000000,   -0.6483468579
  258.49929003,    0.1000000000,   -0.6588412784
  291.63126125,    0.1000000000,   -0.6802944392
  317.79537162,    0.1000000000,   -0.6962682298
  345.35347686,    0.1000000000,   -0.7123093592
  371.09719171,    0.1000000000,   -0.7266597787
  391.98351182,    0.1000000000,   -0.7385872850
  413.23630094,    0.1000000000,   -0.7494560479
  436.60641296,    0.1000000000,   -0.7603248107
  464.6897696,    0.1000000000,   -0.7722523171
  489.69860577,    0.1000000000,   -0.7820623364
  519.42068654,    0.1000000000,   -0.7929310993
  551.26009023,    0.1000000000,   -0.8037998621
  588.63773124,    0.1000000000,   -0.8157273685
  648.10245049,    0.1000000000,   -0.8332299200
  729.59965349,    0.1000000000,   -0.8549674457
  867.3714089,    0.1000000000,   -0.8809399455
  995.19807161,    0.1000000000,   -0.9026774712
  1077.6123236,    0.1000000000,   -0.9157574969
  1173.7441821,    0.1000000000,   -0.9302491807
  1285.0756128,    0.1000000000,   -0.9461525226
  1569.3633036,    0.1000000000,   -0.9622863620
  1852.9257586,    0.1000000000,   -0.9801614414
  2075.2660412,    0.1000000000,   -0.9959002054
  2295.1276693,    0.1000000000,   -1.0136344469
  2505.5213206,    0.1000000000,   -1.0337866798
  2657.0231446,    0.1000000000,   -1.0516617593
  2836.8585594,    0.1000000000,   -1.0640972977
  2998.8838535,    0.1000000000,   -1.0749647925
  3165.4476696,    0.1000000000,   -1.0858322873
  3361.6125379,    0.1000000000,   -1.0982678258
  3512.1908681,    0.1000000000,   -1.1075672769
  3692.3702504,    0.1000000000,   -1.1184347717
  3877.0881548,    0.1000000000,   -1.1293022665
  4429.5758553,    0.1000000000,   -1.1603367071
  4778.4184305,    0.1000000000,   -1.1789356093
  5265.6755572,    0.1000000000,   -1.2038066863
  5710.9565406,    0.1000000000,   -1.2255416758
  5973.885912,    0.1000000000,   -1.2379772143
  6208.5275591,    0.1000000000,   -1.2488447091
  6447.7077282,    0.1000000000,   -1.2597122039
  6726.9665532,    0.1000000000,   -1.2721477424
  6990.986843,    0.1000000000,   -1.2859328400
  7293.7256715,    0.1000000000,   -1.3020423366
  7550.1613239,    0.1000000000,   -1.3159555985
  7814.2877305,    0.1000000000,   -1.3305582172
  8164.4393292,    0.1000000000,   -1.3503708266
  8442.1761868,    0.1000000000,   -1.3664803232
  8504.8270085,    0.1000000000,   -1.3714179068
  8616.863516,    0.1000000000,   -1.3805611905
  8767.2501312,    0.1000000000,   -1.3935602246
  8898.3035102,    0.1000000000,   -1.4057037408
  9013.3345686,    0.1000000000,   -1.4171343254
  9180.5655596,    0.1000000000,   -1.4354208929
  9327.1268604,    0.1000000000,   -1.4537074604
  9431.5097813,    0.1000000000,   -1.4686451818
  9520.1763759,    0.1000000000,   -1.4832401616
  9558.2403915,    0.1000000000,   -1.4902805953
  9595.6763049,    0.1000000000,   -1.4978351414
  9658.0095255,    0.1000000000,   -1.5124301212
  9677.3175522,    0.1000000000,   -1.5177104464
  9706.6751618,    0.1000000000,   -1.5268537302
  9730.8652643,    0.1000000000,   -1.5359970139
  9759.4255783,    0.1000000000,   -1.5510442110
  9772.4311714,    0.1000000000,   -1.5634268651
  9775.6755477,    0.1000000000,   -1.5708100404
  9772.1753214,    0.1000000000,   -1.5854050202
  9755.5084203,    0.1000000000,   -1.6000000000
  9755.5084203,    0.1000000000,   -1.6000000000
  9782.1773057,    0.1000000000,   -1.6167852825
  9806.9656625,    0.1000000000,   -1.6335705650
  9824.1993093,    0.1000000000,   -1.6460671233
  9839.1588026,    0.1000000000,   -1.6575839042
  9850.9008274,    0.1000000000,   -1.6671411301
  9860.2522956,    0.1000000000,   -1.6751336252
  9867.9061208,    0.1000000000,   -1.6819639547
  9882.2795938,    0.1000000000,   -1.6956246139
  9894.9772714,    0.1000000000,   -1.7088160806
  9907.2898459,    0.1000000000,   -1.7229459321
  9916.2047467,    0.1000000000,   -1.7342822601
  9927.3178396,    0.1000000000,   -1.7502672503
  9935.4634895,    0.1000000000,   -1.7639279095
  9942.3635747,    0.1000000000,   -1.7775885686
  9948.0180967,    0.1000000000,   -1.7912492277
  9950.7012017,    0.1000000000,   -1.7990906953
  9953.5161282,    0.1000000000,   -1.8090452301
  9955.5904435,    0.1000000000,   -1.8185705460
  9959.6684588,    0.1000000000,   -1.8316196415
  9963.3721275,    0.1000000000,   -1.8441293446
  9968.900243,    0.1000000000,   -1.8642257990
  9971.8990721,    0.1000000000,   -1.8760060749
  9976.1724848,    0.1000000000,   -1.8941681571
  9978.8689882,    0.1000000000,   -1.9066778602
  9982.4731058,    0.1000000000,   -1.9250994697
  9985.226697,    0.1000000000,   -1.9408972730
  9987.8246629,    0.1000000000,   -1.9575758169
  9990.0985789,    0.1000000000,   -1.9742543608
  9991.3135095,    0.1000000000,   -1.9843147736
  9993.0679102,    0.1000000000,   -2.0009933175
  9994.976027,    0.1000000000,   -2.0242899925
  9995.9537431,    0.1000000000,   -2.0409685365
  9996.3868122,    0.1000000000,   -2.0510289492
  9996.8450129,    0.1000000000,   -2.0677074932
  9997.3957857,    0.1000000000,   -2.0896540581
  9997.9140437,    0.1000000000,   -2.1087764164
  9998.1097442,    0.1000000000,   -2.1166395697
  9998.3723018,    0.1000000000,   -2.1278987748
  9998.7283387,    0.1000000000,   -2.1448488667
  9999.1774516,    0.1000000000,   -2.1704977456
  9999.4114036,    0.1000000000,   -2.1871628121
  9999.5738047,    0.1000000000,   -2.2012674606
  9999.7035622,    0.1000000000,   -2.2153721091
  9999.7797614,    0.1000000000,   -2.2259987118
  9999.8651465,    0.1000000000,   -2.2435814061
  9999.8969733,    0.1000000000,   -2.2576860546
  9999.8783404,    0.1000000000,   -2.2808776416
  9999.7965921,    0.1000000000,   -2.3000000000
  9999.7965921,    0.1000000000,   -2.3000000000
  9999.8277744,    0.1000000000,   -2.3142362726
  9999.8564309,    0.1000000000,   -2.3284725451
  9999.8790652,    0.1000000000,   -2.3407213067
  9999.8964545,    0.1000000000,   -2.3509016334
  9999.9272458,    0.1000000000,   -2.3711813628
  9999.9408729,    0.1000000000,   -2.3814426135
  9999.9483659,    0.1000000000,   -2.3875542946
  9999.9618269,    0.1000000000,   -2.3996539079
  9999.9753289,    0.1000000000,   -2.4138901804
  9999.986305,    0.1000000000,   -2.4281264530
  9999.9945646,    0.1000000000,   -2.4419865058
  10000.00068,    0.1000000000,   -2.4565989981
  10000.004079,    0.1000000000,   -2.4708352706
  10000.004952,    0.1000000000,   -2.4850715432
  10000.003299,    0.1000000000,   -2.4993078157
  9999.9991209,    0.1000000000,   -2.5135440883
  9999.9924167,    0.1000000000,   -2.5277803608
  9999.9936101,    0.1000000000,   -2.5419999299
  9999.9950885,    0.1000000000,   -2.5630800382
  9999.9961059,    0.1000000000,   -2.5817115236
  9999.9968303,    0.1000000000,   -2.5996885778
  9999.9970712,    0.1000000000,   -2.6076773101
  9999.9973021,    0.1000000000,   -2.6176656321
  9999.9978387,    0.1000000000,   -2.6372521199
  9999.9982491,    0.1000000000,   -2.6519611725
  9999.9987443,    0.1000000000,   -2.6721469075
  9999.9992602,    0.1000000000,   -2.6978093249
  9999.9995765,    0.1000000000,   -2.7179950599
  9999.9997573,    0.1000000000,   -2.7327041125
  9999.9999375,    0.1000000000,   -2.7528898475
  10000.000053,    0.1000000000,   -2.7785522649
  10000.000054,    0.1000000000,   -2.7987379998
  10000.000005,    0.1000000000,   -2.8134470524
  9999.9998706,    0.1000000000,   -2.8336327874
  9999.9998522,    0.1000000000,   -2.8513167888
  9999.9998856,    0.1000000000,   -2.8660902740
  9999.9999044,    0.1000000000,   -2.8757314269
  9999.999924,    0.1000000000,   -2.8873130354
  9999.9999417,    0.1000000000,   -2.9001460649
  9999.9999591,    0.1000000000,   -2.9175225705
  9999.9999639,    0.1000000000,   -2.9245607030
