{
FlexPDE Version 6.50/W64  16:07:14 Jan 31 2017
basismodel_sin_kort.pde  16:17:47 5/28/18
Title: Concentratie
from (0.1,0)
to (0.1,-5)
 Time 630
<c> , <X> , <Y> 
}
  10.,    0.1000000000,    0.0000000000
  10.2653732,    0.1000000000,   -0.0172810939
  10.508027022,    0.1000000000,   -0.0345621878
  10.705159656,    0.1000000000,   -0.0499651665
  10.851773632,    0.1000000000,   -0.0624564581
  10.978566689,    0.1000000000,   -0.0723275552
  11.19771369,    0.1000000000,   -0.0874390414
  11.39792671,    0.1000000000,   -0.0999303330
  11.719763274,    0.1000000000,   -0.1209676574
  12.098786995,    0.1000000000,   -0.1382487513
  12.516296043,    0.1000000000,   -0.1555298453
  12.837584434,    0.1000000000,   -0.1662675629
  13.327754592,    0.1000000000,   -0.1802689719
  13.607139974,    0.1000000000,   -0.1873693744
  14.14896973,    0.1000000000,   -0.1998606660
  14.484147908,    0.1000000000,   -0.2096429194
  15.290377997,    0.1000000000,   -0.2269481086
  15.908482282,    0.1000000000,   -0.2373867911
  16.779765534,    0.1000000000,   -0.2498954995
  17.793438231,    0.1000000000,   -0.2624042079
  18.59512724,    0.1000000000,   -0.2712383959
  20.247951959,    0.1000000000,   -0.2874216246
  21.688792991,    0.1000000000,   -0.2999303330
  23.272023467,    0.1000000000,   -0.3124390414
  24.997643388,    0.1000000000,   -0.3249477498
  26.582362846,    0.1000000000,   -0.3356191979
  28.876049847,    0.1000000000,   -0.3499651665
  31.028838004,    0.1000000000,   -0.3624738749
  34.810062466,    0.1000000000,   -0.3826948109
  38.341539144,    0.1000000000,   -0.4000000000
  38.341539144,    0.1000000000,   -0.4000000000
  38.519505004,    0.1000000000,   -0.4145233167
  39.586867917,    0.1000000000,   -0.4290466334
  41.176576311,    0.1000000000,   -0.4412834008
  43.008226811,    0.1000000000,   -0.4516042510
  47.760172578,    0.1000000000,   -0.4713357150
  51.198114947,    0.1000000000,   -0.4825668016
  53.629725827,    0.1000000000,   -0.4896218266
  58.264747713,    0.1000000000,   -0.5016632169
  64.668531862,    0.1000000000,   -0.5161865337
  71.961718387,    0.1000000000,   -0.5307098504
  80.144308612,    0.1000000000,   -0.5452331671
  89.216300719,    0.1000000000,   -0.5597564838
  99.177695201,    0.1000000000,   -0.5742798005
  105.1049266,    0.1000000000,   -0.5823600504
  112.12400079,    0.1000000000,   -0.5914780529
  121.76869594,    0.1000000000,   -0.6033264339
  127.21386993,    0.1000000000,   -0.6097140580
  134.39829838,    0.1000000000,   -0.6178497506
  143.70597614,    0.1000000000,   -0.6279500630
  156.9317615,    0.1000000000,   -0.6483468579
  163.80530406,    0.1000000000,   -0.6588412784
  180.2037059,    0.1000000000,   -0.6802944392
  194.461192,    0.1000000000,   -0.6962682298
  210.53751621,    0.1000000000,   -0.7123093592
  226.41302158,    0.1000000000,   -0.7266597787
  240.43947043,    0.1000000000,   -0.7385872850
  254.97832586,    0.1000000000,   -0.7494560479
  271.19302594,    0.1000000000,   -0.7603248107
  290.91588479,    0.1000000000,   -0.7722523171
  308.64996006,    0.1000000000,   -0.7820623364
  329.89219411,    0.1000000000,   -0.7929310993
  352.81027281,    0.1000000000,   -0.8037998621
  379.88949465,    0.1000000000,   -0.8157273685
  423.27962574,    0.1000000000,   -0.8332299200
  483.21890951,    0.1000000000,   -0.8549674457
  572.44665262,    0.1000000000,   -0.8809399455
  654.60592966,    0.1000000000,   -0.9026774712
  707.32826733,    0.1000000000,   -0.9157574969
  768.62253828,    0.1000000000,   -0.9302491807
  839.37426314,    0.1000000000,   -0.9461525226
  957.13876315,    0.1000000000,   -0.9622863620
  1084.2574027,    0.1000000000,   -0.9801614414
  1193.2632025,    0.1000000000,   -0.9959002054
  1312.8128151,    0.1000000000,   -1.0136344469
  1444.448055,    0.1000000000,   -1.0337866798
  1557.4568019,    0.1000000000,   -1.0516617593
  1650.3466951,    0.1000000000,   -1.0640972977
  1738.473464,    0.1000000000,   -1.0749647925
  1833.0822781,    0.1000000000,   -1.0858322873
  1949.294357,    0.1000000000,   -1.0982678258
  2041.7460416,    0.1000000000,   -1.1075672769
  2155.800991,    0.1000000000,   -1.1184347717
  2276.3379855,    0.1000000000,   -1.1293022665
  2656.243315,    0.1000000000,   -1.1603367071
  2909.2530517,    0.1000000000,   -1.1789356093
  3277.2551835,    0.1000000000,   -1.2038066863
  3626.6533885,    0.1000000000,   -1.2255416758
  3838.2204123,    0.1000000000,   -1.2379772143
  4030.0599031,    0.1000000000,   -1.2488447091
  4228.3814391,    0.1000000000,   -1.2597122039
  4463.2706487,    0.1000000000,   -1.2721477424
  4723.1836242,    0.1000000000,   -1.2859328400
  5036.5807589,    0.1000000000,   -1.3020423366
  5315.6296799,    0.1000000000,   -1.3159555985
  5616.8557453,    0.1000000000,   -1.3305582172
  6039.2301144,    0.1000000000,   -1.3503708266
  6394.2657247,    0.1000000000,   -1.3664803232
  6501.837172,    0.1000000000,   -1.3714179068
  6696.4546837,    0.1000000000,   -1.3805611905
  6962.9005645,    0.1000000000,   -1.3935602246
  7200.9473942,    0.1000000000,   -1.4057037408
  7415.4299899,    0.1000000000,   -1.4171343254
  7739.2215885,    0.1000000000,   -1.4354208929
  8039.2158174,    0.1000000000,   -1.4537074604
  8266.6123207,    0.1000000000,   -1.4686451818
  8473.4541927,    0.1000000000,   -1.4832401616
  8567.8121661,    0.1000000000,   -1.4902805953
  8665.1371445,    0.1000000000,   -1.4978351414
  8841.6609471,    0.1000000000,   -1.5124301212
  8901.7911544,    0.1000000000,   -1.5177104464
  9001.219036,    0.1000000000,   -1.5268537302
  9094.6972386,    0.1000000000,   -1.5359970139
  9235.5837297,    0.1000000000,   -1.5510442110
  9339.4364272,    0.1000000000,   -1.5634268651
  9396.1660205,    0.1000000000,   -1.5708100404
  9496.8947453,    0.1000000000,   -1.5854050202
  9582.4643396,    0.1000000000,   -1.6000000000
  9582.4643396,    0.1000000000,   -1.6000000000
  9640.9587003,    0.1000000000,   -1.6167852825
  9694.5347822,    0.1000000000,   -1.6335705650
  9731.2281111,    0.1000000000,   -1.6460671233
  9762.630647,    0.1000000000,   -1.6575839042
  9786.9321961,    0.1000000000,   -1.6671411301
  9806.0307255,    0.1000000000,   -1.6751336252
  9821.4685289,    0.1000000000,   -1.6819639547
  9849.9009133,    0.1000000000,   -1.6956246139
  9874.2650639,    0.1000000000,   -1.7088160806
  9896.9928445,    0.1000000000,   -1.7229459321
  9912.7075159,    0.1000000000,   -1.7342822601
  9931.0543253,    0.1000000000,   -1.7502672503
  9943.1986468,    0.1000000000,   -1.7639279095
  9952.0853558,    0.1000000000,   -1.7775885686
  9957.7144563,    0.1000000000,   -1.7912492277
  9959.4740071,    0.1000000000,   -1.7990906953
  9960.1614988,    0.1000000000,   -1.8090452301
  9959.1998093,    0.1000000000,   -1.8185705460
  9963.1450875,    0.1000000000,   -1.8316196415
  9966.7105957,    0.1000000000,   -1.8441293446
  9971.9943974,    0.1000000000,   -1.8642257990
  9974.8371975,    0.1000000000,   -1.8760060749
  9978.8514965,    0.1000000000,   -1.8941681571
  9981.356434,    0.1000000000,   -1.9066778602
  9984.6590076,    0.1000000000,   -1.9250994697
  9987.2042136,    0.1000000000,   -1.9408972730
  9989.640196,    0.1000000000,   -1.9575758169
  9991.6987258,    0.1000000000,   -1.9742543608
  9992.7579154,    0.1000000000,   -1.9843147736
  9994.2113151,    0.1000000000,   -2.0009933175
  9995.6096001,    0.1000000000,   -2.0242899925
  9996.1583198,    0.1000000000,   -2.0409685365
  9996.3067991,    0.1000000000,   -2.0510289492
  9996.2503886,    0.1000000000,   -2.0677074932
  9996.5938096,    0.1000000000,   -2.0896540581
  9997.1316021,    0.1000000000,   -2.1087764164
  9997.3369471,    0.1000000000,   -2.1166395697
  9997.6149499,    0.1000000000,   -2.1278987748
  9997.9978707,    0.1000000000,   -2.1448488667
  9998.4959635,    0.1000000000,   -2.1704977456
  9998.7670958,    0.1000000000,   -2.1871628121
  9998.9642615,    0.1000000000,   -2.2012674606
  9999.1318059,    0.1000000000,   -2.2153721091
  9999.2384703,    0.1000000000,   -2.2259987118
  9999.3780305,    0.1000000000,   -2.2435814061
  9999.4567107,    0.1000000000,   -2.2576860546
  9999.5216868,    0.1000000000,   -2.2808776416
  9999.5150235,    0.1000000000,   -2.3000000000
  9999.5150235,    0.1000000000,   -2.3000000000
  9999.5740225,    0.1000000000,   -2.3142362726
  9999.6288661,    0.1000000000,   -2.3284725451
  9999.6727274,    0.1000000000,   -2.3407213067
  9999.7068411,    0.1000000000,   -2.3509016334
  9999.7684647,    0.1000000000,   -2.3711813628
  9999.7964326,    0.1000000000,   -2.3814426135
  9999.8120647,    0.1000000000,   -2.3875542946
  9999.8407534,    0.1000000000,   -2.3996539079
  9999.8706647,    0.1000000000,   -2.4138901804
  9999.8964206,    0.1000000000,   -2.4281264530
  9999.9175038,    0.1000000000,   -2.4419865058
  9999.9354663,    0.1000000000,   -2.4565989981
  9999.948756,    0.1000000000,   -2.4708352706
  9999.9578904,    0.1000000000,   -2.4850715432
  9999.9628694,    0.1000000000,   -2.4993078157
  9999.963693,    0.1000000000,   -2.5135440883
  9999.9603612,    0.1000000000,   -2.5277803608
  9999.9650978,    0.1000000000,   -2.5419999299
  9999.9714015,    0.1000000000,   -2.5630800382
  9999.9762587,    0.1000000000,   -2.5817115236
  9999.9803099,    0.1000000000,   -2.5996885778
  9999.98191,    0.1000000000,   -2.6076773101
  9999.9837373,    0.1000000000,   -2.6176656321
  9999.9869273,    0.1000000000,   -2.6372521199
  9999.9890905,    0.1000000000,   -2.6519611725
  9999.9917261,    0.1000000000,   -2.6721469075
  9999.9945204,    0.1000000000,   -2.6978093249
  9999.9962809,    0.1000000000,   -2.7179950599
  9999.997321,    0.1000000000,   -2.7327041125
  9999.9984154,    0.1000000000,   -2.7528898475
  9999.9992504,    0.1000000000,   -2.7785522649
  9999.9994696,    0.1000000000,   -2.7987379998
  9999.9993867,    0.1000000000,   -2.8134470524
  9999.9989398,    0.1000000000,   -2.8336327874
  9999.9988909,    0.1000000000,   -2.8513167888
  9999.9990412,    0.1000000000,   -2.8660902740
  9999.9991288,    0.1000000000,   -2.8757314269
  9999.9992231,    0.1000000000,   -2.8873130354
  9999.9993137,    0.1000000000,   -2.9001460649
  9999.999413,    0.1000000000,   -2.9175225705
  9999.9994456,    0.1000000000,   -2.9245607030
