{
FlexPDE Version 6.50/W64  16:07:14 Jan 31 2017
basismodel_sin_kort.pde  16:17:47 5/28/18
Title: Concentratie
from (0.1,0)
to (0.1,-5)
 Time 120
<c> , <X> , <Y> 
}
  10.,    0.1000000000,    0.0000000000
  9.9715528563,    0.1000000000,   -0.0172810939
  10.105544512,    0.1000000000,   -0.0345621878
  10.361891027,    0.1000000000,   -0.0499651665
  10.664542547,    0.1000000000,   -0.0624564581
  11.168464376,    0.1000000000,   -0.0782435590
  11.548662992,    0.1000000000,   -0.0880240039
  12.081726706,    0.1000000000,   -0.0999303330
  13.212084536,    0.1000000000,   -0.1209676574
  14.320708923,    0.1000000000,   -0.1382487513
  15.679156061,    0.1000000000,   -0.1555298453
  16.681659379,    0.1000000000,   -0.1662675629
  18.17126311,    0.1000000000,   -0.1802689719
  19.005567648,    0.1000000000,   -0.1873693744
  20.602175774,    0.1000000000,   -0.1998606660
  22.150117988,    0.1000000000,   -0.2096429194
  25.195904886,    0.1000000000,   -0.2269481086
  27.223097423,    0.1000000000,   -0.2373867911
  29.840536812,    0.1000000000,   -0.2498954995
  32.663208644,    0.1000000000,   -0.2624042079
  34.780351918,    0.1000000000,   -0.2712383959
  38.924249641,    0.1000000000,   -0.2874216246
  42.362618804,    0.1000000000,   -0.2999303330
  46.006220412,    0.1000000000,   -0.3124390414
  49.855054463,    0.1000000000,   -0.3249477498
  53.300810658,    0.1000000000,   -0.3356191979
  58.168415952,    0.1000000000,   -0.3499651665
  62.632947161,    0.1000000000,   -0.3624738749
  70.284122509,    0.1000000000,   -0.3826948109
  77.257935448,    0.1000000000,   -0.4000000000
  77.257935448,    0.1000000000,   -0.4000000000
  84.341810071,    0.1000000000,   -0.4145233167
  92.055401817,    0.1000000000,   -0.4290466334
  99.043383205,    0.1000000000,   -0.4412834008
  105.28478422,    0.1000000000,   -0.4516042510
  118.10230163,    0.1000000000,   -0.4713357150
  125.91707438,    0.1000000000,   -0.4825668016
  131.01867394,    0.1000000000,   -0.4896218266
  140.06921896,    0.1000000000,   -0.5016632169
  151.56115139,    0.1000000000,   -0.5161865337
  163.68280646,    0.1000000000,   -0.5307098504
  176.43417612,    0.1000000000,   -0.5452331671
  189.81527615,    0.1000000000,   -0.5597564838
  203.82609881,    0.1000000000,   -0.5742798005
  211.89385559,    0.1000000000,   -0.5823600504
  221.23181923,    0.1000000000,   -0.5914780529
  233.73690272,    0.1000000000,   -0.6033264339
  240.65245965,    0.1000000000,   -0.6097140580
  249.63689297,    0.1000000000,   -0.6178497506
  261.06589129,    0.1000000000,   -0.6279500630
  308.96386476,    0.1000000000,   -0.6483468579
  336.41835959,    0.1000000000,   -0.6588412784
  390.90794703,    0.1000000000,   -0.6802944392
  430.05477039,    0.1000000000,   -0.6962682298
  468.14208693,    0.1000000000,   -0.7123093592
  501.17516692,    0.1000000000,   -0.7266597787
  527.68656417,    0.1000000000,   -0.7385872850
  553.6874443,    0.1000000000,   -0.7494560479
  581.44551355,    0.1000000000,   -0.7603248107
  613.92979552,    0.1000000000,   -0.7722523171
  642.23321939,    0.1000000000,   -0.7820623364
  675.26285599,    0.1000000000,   -0.7929310993
  710.04968171,    0.1000000000,   -0.8037998621
  750.24738427,    0.1000000000,   -0.8157273685
  813.06513313,    0.1000000000,   -0.8332299200
  897.42646009,    0.1000000000,   -0.8549674457
  1073.1720431,    0.1000000000,   -0.8809399455
  1235.2688814,    0.1000000000,   -0.9026774712
  1339.397033,    0.1000000000,   -0.9157574969
  1460.544816,    0.1000000000,   -0.9302491807
  1600.4887501,    0.1000000000,   -0.9461525226
  2051.2875732,    0.1000000000,   -0.9622863620
  2487.6865182,    0.1000000000,   -0.9801614414
  2817.057346,    0.1000000000,   -0.9959002054
  3126.6183112,    0.1000000000,   -1.0136344469
  3399.1968724,    0.1000000000,   -1.0337866798
  3570.472381,    0.1000000000,   -1.0516617593
  3823.0753354,    0.1000000000,   -1.0640972977
  4044.0568988,    0.1000000000,   -1.0749647925
  4265.2531598,    0.1000000000,   -1.0858322873
  4518.6285899,    0.1000000000,   -1.0982678258
  4708.2897753,    0.1000000000,   -1.1075672769
  4930.1301297,    0.1000000000,   -1.1184347717
  5152.1851819,    0.1000000000,   -1.1293022665
  5787.4926549,    0.1000000000,   -1.1603367071
  6169.0708394,    0.1000000000,   -1.1789356093
  6680.312302,    0.1000000000,   -1.2038066863
  7128.0103122,    0.1000000000,   -1.2255416758
  7384.544081,    0.1000000000,   -1.2379772143
  7608.9608086,    0.1000000000,   -1.2488447091
  7833.5922341,    0.1000000000,   -1.2597122039
  8090.8984783,    0.1000000000,   -1.2721477424
  8292.0700542,    0.1000000000,   -1.2859328400
  8510.0452652,    0.1000000000,   -1.3020423366
  8683.4566442,    0.1000000000,   -1.3159555985
  8850.6594489,    0.1000000000,   -1.3305582172
  9053.2824692,    0.1000000000,   -1.3503708266
  9197.4653838,    0.1000000000,   -1.3664803232
  9224.3377441,    0.1000000000,   -1.3714179068
  9272.4297462,    0.1000000000,   -1.3805611905
  9337.0693079,    0.1000000000,   -1.3935602246
  9393.4952484,    0.1000000000,   -1.4057037408
  9443.1137325,    0.1000000000,   -1.4171343254
  9515.4455028,    0.1000000000,   -1.4354208929
  9579.1037911,    0.1000000000,   -1.4537074604
  9624.667895,    0.1000000000,   -1.4686451818
  9663.5966257,    0.1000000000,   -1.4832401616
  9680.399922,    0.1000000000,   -1.4902805953
  9697.0003134,    0.1000000000,   -1.4978351414
  9724.8789487,    0.1000000000,   -1.5124301212
  9733.6041078,    0.1000000000,   -1.5177104464
  9747.0021251,    0.1000000000,   -1.5268537302
  9758.2317346,    0.1000000000,   -1.5359970139
  9771.9918318,    0.1000000000,   -1.5510442110
  9778.9104005,    0.1000000000,   -1.5634268651
  9781.14301,    0.1000000000,   -1.5708100404
  9781.3963989,    0.1000000000,   -1.5854050202
  9776.1247481,    0.1000000000,   -1.6000000000
  9776.1247481,    0.1000000000,   -1.6000000000
  9799.9504488,    0.1000000000,   -1.6167852825
  9822.0332994,    0.1000000000,   -1.6335705650
  9837.3421132,    0.1000000000,   -1.6460671233
  9850.5952617,    0.1000000000,   -1.6575839042
  9860.9704818,    0.1000000000,   -1.6671411301
  9869.213196,    0.1000000000,   -1.6751336252
  9875.944223,    0.1000000000,   -1.6819639547
  9888.5404949,    0.1000000000,   -1.6956246139
  9899.6085574,    0.1000000000,   -1.7088160806
  9910.2699185,    0.1000000000,   -1.7229459321
  9917.9305907,    0.1000000000,   -1.7342822601
  9927.3818487,    0.1000000000,   -1.7502672503
  9934.2062538,    0.1000000000,   -1.7639279095
  9939.8762855,    0.1000000000,   -1.7775885686
  9944.3919446,    0.1000000000,   -1.7912492277
  9946.4625182,    0.1000000000,   -1.7990906953
  9948.5431363,    0.1000000000,   -1.8090452301
  9949.9601409,    0.1000000000,   -1.8185705460
  9954.9952128,    0.1000000000,   -1.8316196415
  9959.5431279,    0.1000000000,   -1.8441293446
  9966.2773836,    0.1000000000,   -1.8642257990
  9969.8972076,    0.1000000000,   -1.8760060749
  9975.0034462,    0.1000000000,   -1.8941681571
  9978.185682,    0.1000000000,   -1.9066778602
  9982.3745445,    0.1000000000,   -1.9250994697
  9985.5006987,    0.1000000000,   -1.9408972730
  9988.3985082,    0.1000000000,   -1.9575758169
  9990.8992156,    0.1000000000,   -1.9742543608
  9992.2156235,    0.1000000000,   -1.9843147736
  9994.0796987,    0.1000000000,   -2.0009933175
  9996.0187251,    0.1000000000,   -2.0242899925
  9996.931024,    0.1000000000,   -2.0409685365
  9997.2893116,    0.1000000000,   -2.0510289492
  9997.5649783,    0.1000000000,   -2.0677074932
  9997.9860338,    0.1000000000,   -2.0896540581
  9998.4577262,    0.1000000000,   -2.1087764164
  9998.6341643,    0.1000000000,   -2.1166395697
  9998.8690242,    0.1000000000,   -2.1278987748
  9999.1831056,    0.1000000000,   -2.1448488667
  9999.5681421,    0.1000000000,   -2.1704977456
  9999.7600807,    0.1000000000,   -2.1871628121
  9999.8866892,    0.1000000000,   -2.2012674606
  9999.9804395,    0.1000000000,   -2.2153721091
  10000.029369,    0.1000000000,   -2.2259987118
  10000.069365,    0.1000000000,   -2.2435814061
  10000.064541,    0.1000000000,   -2.2576860546
  9999.9851776,    0.1000000000,   -2.2808776416
  9999.8529182,    0.1000000000,   -2.3000000000
  9999.8529182,    0.1000000000,   -2.3000000000
  9999.8747033,    0.1000000000,   -2.3142362726
  9999.8947858,    0.1000000000,   -2.3284725451
  9999.910702,    0.1000000000,   -2.3407213067
  9999.9229713,    0.1000000000,   -2.3509016334
  9999.9448176,    0.1000000000,   -2.3711813628
  9999.9545551,    0.1000000000,   -2.3814426135
  9999.9599346,    0.1000000000,   -2.3875542946
  9999.9696589,    0.1000000000,   -2.3996539079
  9999.9795257,    0.1000000000,   -2.4138901804
  9999.9876898,    0.1000000000,   -2.4281264530
  9999.9940024,    0.1000000000,   -2.4419865058
  9999.9989101,    0.1000000000,   -2.4565989981
  10000.001966,    0.1000000000,   -2.4708352706
  10000.00332,    0.1000000000,   -2.4850715432
  10000.002971,    0.1000000000,   -2.4993078157
  10000.000919,    0.1000000000,   -2.5135440883
  9999.9971648,    0.1000000000,   -2.5277803608
  9999.9975821,    0.1000000000,   -2.5419999299
  9999.9981061,    0.1000000000,   -2.5630800382
  9999.9984754,    0.1000000000,   -2.5817115236
  9999.9987482,    0.1000000000,   -2.5996885778
  9999.998843,    0.1000000000,   -2.6076773101
  9999.9989388,    0.1000000000,   -2.6176656321
  9999.9990859,    0.1000000000,   -2.6372521199
  9999.9991887,    0.1000000000,   -2.6519611725
  9999.9993191,    0.1000000000,   -2.6721469075
  9999.999467,    0.1000000000,   -2.6978093249
  9999.9995692,    0.1000000000,   -2.7179950599
  9999.9996359,    0.1000000000,   -2.7327041125
  9999.9997167,    0.1000000000,   -2.7528898475
  9999.9998015,    0.1000000000,   -2.7785522649
  9999.9998542,    0.1000000000,   -2.7987379998
  9999.9998847,    0.1000000000,   -2.8134470524
  9999.9999159,    0.1000000000,   -2.8336327874
  9999.9999253,    0.1000000000,   -2.8513167888
  9999.99993,    0.1000000000,   -2.8660902740
  9999.9999336,    0.1000000000,   -2.8757314269
  9999.9999387,    0.1000000000,   -2.8873130354
  9999.9999451,    0.1000000000,   -2.9001460649
  9999.9999551,    0.1000000000,   -2.9175225705
  9999.9999596,    0.1000000000,   -2.9245607030
