{
FlexPDE Version 6.50/W64  16:07:14 Jan 31 2017
basismodel_sin_kort.pde  16:17:47 5/28/18
Title: Concentratie
from (0.1,0)
to (0.1,-5)
 Time 0
<c> , <X> , <Y> 
}
  9.9999999514,    0.1000000000,    0.0000000000
  14.401752073,    0.1000000000,   -0.0204301375
  19.071575885,    0.1000000000,   -0.0408602750
  24.009460503,    0.1000000000,   -0.0612904124
  28.86142062,    0.1000000000,   -0.0803639502
  34.689434556,    0.1000000000,   -0.1021506874
  40.431524607,    0.1000000000,   -0.1225808249
  44.765588247,    0.1000000000,   -0.1374042079
  48.527361,    0.1000000000,   -0.1498954995
  52.389344541,    0.1000000000,   -0.1623867911
  55.68892646,    0.1000000000,   -0.1728109392
  60.413943988,    0.1000000000,   -0.1873693744
  64.576559859,    0.1000000000,   -0.1998606660
  67.806532005,    0.1000000000,   -0.2096429194
  73.834845247,    0.1000000000,   -0.2269481086
  77.665432974,    0.1000000000,   -0.2373867911
  82.448140949,    0.1000000000,   -0.2498954995
  87.440724065,    0.1000000000,   -0.2624042079
  91.093145739,    0.1000000000,   -0.2712383959
  98.055515719,    0.1000000000,   -0.2874216246
  103.67772426,    0.1000000000,   -0.2999303330
  109.50980794,    0.1000000000,   -0.3124390414
  115.55176676,    0.1000000000,   -0.3249477498
  120.87219914,    0.1000000000,   -0.3356191979
  128.26530977,    0.1000000000,   -0.3499651665
  134.936894,    0.1000000000,   -0.3624738749
  146.16569634,    0.1000000000,   -0.3826948109
  156.21089755,    0.1000000000,   -0.4000000000
  156.21089755,    0.1000000000,   -0.4000000000
  163.756767,    0.1000000000,   -0.4145233167
  172.1963036,    0.1000000000,   -0.4290466334
  180.00080998,    0.1000000000,   -0.4412834008
  187.07656203,    0.1000000000,   -0.4516042510
  201.86021251,    0.1000000000,   -0.4713357150
  211.01167947,    0.1000000000,   -0.4825668016
  217.03365742,    0.1000000000,   -0.4896218266
  227.7989771,    0.1000000000,   -0.5016632169
  241.60050927,    0.1000000000,   -0.5161865337
  256.29570734,    0.1000000000,   -0.5307098504
  271.8845781,    0.1000000000,   -0.5452331671
  288.36710867,    0.1000000000,   -0.5597564838
  305.74330515,    0.1000000000,   -0.5742798005
  315.79771259,    0.1000000000,   -0.5823600504
  327.47559965,    0.1000000000,   -0.5914780529
  343.17670536,    0.1000000000,   -0.6033264339
  351.88814842,    0.1000000000,   -0.6097140580
  363.23390024,    0.1000000000,   -0.6178497506
