{
FlexPDE Version 6.50/W64  16:07:14 Jan 31 2017
basismodel_sin_kort.pde  16:17:47 5/28/18
Title: Concentratie
from (0.1,0)
to (0.1,-5)
 Time 480
<c> , <X> , <Y> 
}
  10.,    0.1000000000,    0.0000000000
  10.044216291,    0.1000000000,   -0.0172810939
  10.128345175,    0.1000000000,   -0.0345621878
  10.236972779,    0.1000000000,   -0.0499651665
  10.348350205,    0.1000000000,   -0.0624564581
  10.452099608,    0.1000000000,   -0.0723275552
  10.642006118,    0.1000000000,   -0.0874390414
  10.827453448,    0.1000000000,   -0.0999303330
  11.159515399,    0.1000000000,   -0.1209676574
  11.543111315,    0.1000000000,   -0.1382487513
  12.04340892,    0.1000000000,   -0.1555298453
  12.434982165,    0.1000000000,   -0.1662675629
  13.038494726,    0.1000000000,   -0.1802689719
  13.384742645,    0.1000000000,   -0.1873693744
  14.059527616,    0.1000000000,   -0.1998606660
  14.648429069,    0.1000000000,   -0.2096429194
  15.88992093,    0.1000000000,   -0.2269481086
  16.762188216,    0.1000000000,   -0.2373867911
  17.929717297,    0.1000000000,   -0.2498954995
  19.230567367,    0.1000000000,   -0.2624042079
  20.229609188,    0.1000000000,   -0.2712383959
  22.232230478,    0.1000000000,   -0.2874216246
  23.933043518,    0.1000000000,   -0.2999303330
  25.767177549,    0.1000000000,   -0.3124390414
  27.734632569,    0.1000000000,   -0.3249477498
  29.518498608,    0.1000000000,   -0.3356191979
  32.069503669,    0.1000000000,   -0.3499651665
  34.436921559,    0.1000000000,   -0.3624738749
  38.545926634,    0.1000000000,   -0.3826948109
  42.339101168,    0.1000000000,   -0.4000000000
  42.339101168,    0.1000000000,   -0.4000000000
  45.929100515,    0.1000000000,   -0.4145233167
  50.080430825,    0.1000000000,   -0.4290466334
  54.01390358,    0.1000000000,   -0.4412834008
  57.641300226,    0.1000000000,   -0.4516042510
  65.365216655,    0.1000000000,   -0.4713357150
  70.22435827,    0.1000000000,   -0.4825668016
  73.448396828,    0.1000000000,   -0.4896218266
  79.257089927,    0.1000000000,   -0.5016632169
  86.776421948,    0.1000000000,   -0.5161865337
  94.857087216,    0.1000000000,   -0.5307098504
  103.4990832,    0.1000000000,   -0.5452331671
  112.70241494,    0.1000000000,   -0.5597564838
  122.46707992,    0.1000000000,   -0.5742798005
  128.1428188,    0.1000000000,   -0.5823600504
  134.7561444,    0.1000000000,   -0.5914780529
  143.68040698,    0.1000000000,   -0.6033264339
  148.64660339,    0.1000000000,   -0.6097140580
  155.12907167,    0.1000000000,   -0.6178497506
  163.42204825,    0.1000000000,   -0.6279500630
  193.91624383,    0.1000000000,   -0.6483468579
  211.4463147,    0.1000000000,   -0.6588412784
  247.12937172,    0.1000000000,   -0.6802944392
  273.5653254,    0.1000000000,   -0.6962682298
  299.99825074,    0.1000000000,   -0.7123093592
  323.54799107,    0.1000000000,   -0.7266597787
  343.99558737,    0.1000000000,   -0.7385872850
  363.49860624,    0.1000000000,   -0.7494560479
  383.83165699,    0.1000000000,   -0.7603248107
  407.10062135,    0.1000000000,   -0.7722523171
  426.98785417,    0.1000000000,   -0.7820623364
  449.8110006,    0.1000000000,   -0.7929310993
  473.46417892,    0.1000000000,   -0.8037998621
  500.37668209,    0.1000000000,   -0.8157273685
  541.67811402,    0.1000000000,   -0.8332299200
  595.96962839,    0.1000000000,   -0.8549674457
  696.13661759,    0.1000000000,   -0.8809399455
  787.85960605,    0.1000000000,   -0.9026774712
  846.51591995,    0.1000000000,   -0.9157574969
  914.54182781,    0.1000000000,   -0.9302491807
  992.87117723,    0.1000000000,   -0.9461525226
  1218.3990768,    0.1000000000,   -0.9622863620
  1439.2330545,    0.1000000000,   -0.9801614414
  1608.4069239,    0.1000000000,   -0.9959002054
  1770.6784898,    0.1000000000,   -1.0136344469
  1918.6102053,    0.1000000000,   -1.0337866798
  2017.3614429,    0.1000000000,   -1.0516617593
  2141.4534902,    0.1000000000,   -1.0640972977
  2256.1321332,    0.1000000000,   -1.0749647925
  2376.6251003,    0.1000000000,   -1.0858322873
  2521.6368948,    0.1000000000,   -1.0982678258
  2635.0540065,    0.1000000000,   -1.1075672769
  2772.9899457,    0.1000000000,   -1.1184347717
  2916.740209,    0.1000000000,   -1.1293022665
  3359.2598945,    0.1000000000,   -1.1603367071
  3647.1847897,    0.1000000000,   -1.1789356093
  4058.8203485,    0.1000000000,   -1.2038066863
  4443.4865197,    0.1000000000,   -1.2255416758
  4674.030664,    0.1000000000,   -1.2379772143
  4881.7384917,    0.1000000000,   -1.2488447091
  5095.2606435,    0.1000000000,   -1.2597122039
  5346.724535,    0.1000000000,   -1.2721477424
  5595.2076611,    0.1000000000,   -1.2859328400
  5889.5199604,    0.1000000000,   -1.3020423366
  6147.1178115,    0.1000000000,   -1.3159555985
  6420.8774872,    0.1000000000,   -1.3305582172
  6797.8762426,    0.1000000000,   -1.3503708266
  7109.1346782,    0.1000000000,   -1.3664803232
  7205.2539115,    0.1000000000,   -1.3714179068
  7378.5384476,    0.1000000000,   -1.3805611905
  7614.3735716,    0.1000000000,   -1.3935602246
  7823.525356,    0.1000000000,   -1.4057037408
  8010.5456596,    0.1000000000,   -1.4171343254
  8289.8714087,    0.1000000000,   -1.4354208929
  8544.7452532,    0.1000000000,   -1.4537074604
  8734.7986169,    0.1000000000,   -1.4686451818
  8904.7323599,    0.1000000000,   -1.4832401616
  8981.1372283,    0.1000000000,   -1.4902805953
  9059.0902077,    0.1000000000,   -1.4978351414
  9197.8719993,    0.1000000000,   -1.5124301212
  9244.244826,    0.1000000000,   -1.5177104464
  9319.721585,    0.1000000000,   -1.5268537302
  9389.0851195,    0.1000000000,   -1.5359970139
  9489.9295072,    0.1000000000,   -1.5510442110
  9560.4983232,    0.1000000000,   -1.5634268651
  9597.2395408,    0.1000000000,   -1.5708100404
  9658.1415056,    0.1000000000,   -1.5854050202
  9703.4674429,    0.1000000000,   -1.6000000000
  9703.4674429,    0.1000000000,   -1.6000000000
  9741.4006002,    0.1000000000,   -1.6167852825
  9776.3277087,    0.1000000000,   -1.6335705650
  9800.3787217,    0.1000000000,   -1.6460671233
  9821.0686695,    0.1000000000,   -1.6575839042
  9837.1638339,    0.1000000000,   -1.6671411301
  9849.8755598,    0.1000000000,   -1.6751336252
  9860.1988155,    0.1000000000,   -1.6819639547
  9879.3520315,    0.1000000000,   -1.6956246139
  9895.9577697,    0.1000000000,   -1.7088160806
  9911.6853114,    0.1000000000,   -1.7229459321
  9922.7633966,    0.1000000000,   -1.7342822601
  9936.0543883,    0.1000000000,   -1.7502672503
  9945.2523506,    0.1000000000,   -1.7639279095
  9952.4592622,    0.1000000000,   -1.7775885686
  9957.6751251,    0.1000000000,   -1.7912492277
  9959.7696515,    0.1000000000,   -1.7990906953
  9961.4835523,    0.1000000000,   -1.8090452301
  9962.1336932,    0.1000000000,   -1.8185705460
  9965.5837969,    0.1000000000,   -1.8316196415
  9968.7076375,    0.1000000000,   -1.8441293446
  9973.3496243,    0.1000000000,   -1.8642257990
  9975.8550048,    0.1000000000,   -1.8760060749
  9979.4052852,    0.1000000000,   -1.8941681571
  9981.6302634,    0.1000000000,   -1.9066778602
  9984.5794528,    0.1000000000,   -1.9250994697
  9986.8240262,    0.1000000000,   -1.9408972730
  9988.9536714,    0.1000000000,   -1.9575758169
  9990.8110967,    0.1000000000,   -1.9742543608
  9991.7998629,    0.1000000000,   -1.9843147736
  9993.2208663,    0.1000000000,   -2.0009933175
  9994.7500523,    0.1000000000,   -2.0242899925
  9995.5185974,    0.1000000000,   -2.0409685365
  9995.8505564,    0.1000000000,   -2.0510289492
  9996.1826797,    0.1000000000,   -2.0677074932
  9996.6953763,    0.1000000000,   -2.0896540581
  9997.2180758,    0.1000000000,   -2.1087764164
  9997.4180022,    0.1000000000,   -2.1166395697
  9997.6890458,    0.1000000000,   -2.1278987748
  9998.0632651,    0.1000000000,   -2.1448488667
  9998.5522479,    0.1000000000,   -2.1704977456
  9998.8200793,    0.1000000000,   -2.1871628121
  9999.0160626,    0.1000000000,   -2.2012674606
  9999.1839019,    0.1000000000,   -2.2153721091
  9999.2917643,    0.1000000000,   -2.2259987118
  9999.4351484,    0.1000000000,   -2.2435814061
  9999.5185556,    0.1000000000,   -2.2576860546
  9999.5945155,    0.1000000000,   -2.2808776416
  9999.599913,    0.1000000000,   -2.3000000000
  9999.599913,    0.1000000000,   -2.3000000000
  9999.6502743,    0.1000000000,   -2.3142362726
  9999.6970252,    0.1000000000,   -2.3284725451
  9999.7343597,    0.1000000000,   -2.3407213067
  9999.7633557,    0.1000000000,   -2.3509016334
  9999.8156153,    0.1000000000,   -2.3711813628
  9999.8392664,    0.1000000000,   -2.3814426135
  9999.852462,    0.1000000000,   -2.3875542946
  9999.8766232,    0.1000000000,   -2.3996539079
  9999.9017116,    0.1000000000,   -2.4138901804
  9999.9231895,    0.1000000000,   -2.4281264530
  9999.9406312,    0.1000000000,   -2.4419865058
  9999.955314,    0.1000000000,   -2.4565989981
  9999.9659607,    0.1000000000,   -2.4708352706
  9999.9729969,    0.1000000000,   -2.4850715432
  9999.9764227,    0.1000000000,   -2.4993078157
  9999.9762381,    0.1000000000,   -2.5135440883
  9999.972443,    0.1000000000,   -2.5277803608
  9999.9759416,    0.1000000000,   -2.5419999299
  9999.9805292,    0.1000000000,   -2.5630800382
  9999.9839884,    0.1000000000,   -2.5817115236
  9999.9867963,    0.1000000000,   -2.5996885778
  9999.9878771,    0.1000000000,   -2.6076773101
  9999.9890839,    0.1000000000,   -2.6176656321
  9999.9912617,    0.1000000000,   -2.6372521199
  9999.9927636,    0.1000000000,   -2.6519611725
  9999.9945886,    0.1000000000,   -2.6721469075
  9999.9965144,    0.1000000000,   -2.6978093249
  9999.997719,    0.1000000000,   -2.7179950599
  9999.9984247,    0.1000000000,   -2.7327041125
  9999.9991571,    0.1000000000,   -2.7528898475
  9999.999694,    0.1000000000,   -2.7785522649
  9999.999806,    0.1000000000,   -2.7987379998
  9999.9997156,    0.1000000000,   -2.8134470524
  9999.9993555,    0.1000000000,   -2.8336327874
  9999.9992973,    0.1000000000,   -2.8513167888
  9999.9993914,    0.1000000000,   -2.8660902740
  9999.9994466,    0.1000000000,   -2.8757314269
  9999.9995063,    0.1000000000,   -2.8873130354
  9999.999564,    0.1000000000,   -2.9001460649
  9999.9996282,    0.1000000000,   -2.9175225705
  9999.9996496,    0.1000000000,   -2.9245607030
