{
FlexPDE Version 6.50/W64  16:07:14 Jan 31 2017
basismodel_sin_kort.pde  16:17:47 5/28/18
Title: Concentratie
from (0.1,0)
to (0.1,-5)
 Time 540
<c> , <X> , <Y> 
}
  10.,    0.1000000000,    0.0000000000
  10.036146914,    0.1000000000,   -0.0172810939
  10.095234421,    0.1000000000,   -0.0345621878
  10.167236666,    0.1000000000,   -0.0499651665
  10.239011084,    0.1000000000,   -0.0624564581
  10.305448994,    0.1000000000,   -0.0723275552
  10.426873456,    0.1000000000,   -0.0874390414
  10.545200884,    0.1000000000,   -0.0999303330
  10.755563727,    0.1000000000,   -0.1209676574
  11.003481155,    0.1000000000,   -0.1382487513
  11.315249688,    0.1000000000,   -0.1555298453
  11.567816097,    0.1000000000,   -0.1662675629
  11.96490028,    0.1000000000,   -0.1802689719
  12.195576205,    0.1000000000,   -0.1873693744
  12.649258177,    0.1000000000,   -0.1998606660
  12.99271292,    0.1000000000,   -0.2096429194
  13.774670628,    0.1000000000,   -0.2269481086
  14.354091259,    0.1000000000,   -0.2373867911
  15.155190649,    0.1000000000,   -0.2498954995
  16.07270082,    0.1000000000,   -0.2624042079
  16.790823421,    0.1000000000,   -0.2712383959
  18.256953507,    0.1000000000,   -0.2874216246
  19.523696022,    0.1000000000,   -0.2999303330
  20.906849319,    0.1000000000,   -0.3124390414
  22.406413398,    0.1000000000,   -0.3249477498
  23.77774427,    0.1000000000,   -0.3356191979
  25.754772534,    0.1000000000,   -0.3499651665
  27.603568876,    0.1000000000,   -0.3624738749
  30.838433816,    0.1000000000,   -0.3826948109
  33.848422592,    0.1000000000,   -0.4000000000
  33.848422592,    0.1000000000,   -0.4000000000
  36.010206044,    0.1000000000,   -0.4145233167
  38.768182384,    0.1000000000,   -0.4290466334
  41.554734923,    0.1000000000,   -0.4412834008
  44.234024778,    0.1000000000,   -0.4516042510
  50.194349323,    0.1000000000,   -0.4713357150
  54.07839966,    0.1000000000,   -0.4825668016
  56.700576539,    0.1000000000,   -0.4896218266
  61.501027539,    0.1000000000,   -0.5016632169
  67.836186744,    0.1000000000,   -0.5161865337
  74.767542434,    0.1000000000,   -0.5307098504
  82.295092447,    0.1000000000,   -0.5452331671
  90.418841286,    0.1000000000,   -0.5597564838
  99.13878661,    0.1000000000,   -0.5742798005
  104.24837529,    0.1000000000,   -0.5823600504
  110.23580123,    0.1000000000,   -0.5914780529
  118.36726527,    0.1000000000,   -0.6033264339
  122.91567847,    0.1000000000,   -0.6097140580
  128.87580023,    0.1000000000,   -0.6178497506
  136.53551152,    0.1000000000,   -0.6279500630
  158.20176957,    0.1000000000,   -0.6483468579
  170.45325907,    0.1000000000,   -0.6588412784
  196.19061174,    0.1000000000,   -0.6802944392
  215.95821601,    0.1000000000,   -0.6962682298
  236.32786313,    0.1000000000,   -0.7123093592
  254.99110456,    0.1000000000,   -0.7266597787
  270.70517613,    0.1000000000,   -0.7385872850
  286.06857533,    0.1000000000,   -0.7494560479
  302.42766998,    0.1000000000,   -0.7603248107
  321.52622562,    0.1000000000,   -0.7722523171
  338.13294556,    0.1000000000,   -0.7820623364
  357.47912651,    0.1000000000,   -0.7929310993
  377.82100289,    0.1000000000,   -0.8037998621
  401.2903005,    0.1000000000,   -0.8157273685
  437.90031504,    0.1000000000,   -0.8332299200
  486.96337208,    0.1000000000,   -0.8549674457
  570.78021945,    0.1000000000,   -0.8809399455
  647.77078529,    0.1000000000,   -0.9026774712
  697.10189208,    0.1000000000,   -0.9157574969
  754.39233726,    0.1000000000,   -0.9302491807
  820.45187384,    0.1000000000,   -0.9461525226
  995.79989019,    0.1000000000,   -0.9622863620
  1169.3277092,    0.1000000000,   -0.9801614414
  1304.0631466,    0.1000000000,   -0.9959002054
  1435.6244211,    0.1000000000,   -1.0136344469
  1559.0695769,    0.1000000000,   -1.0337866798
  1645.3700234,    0.1000000000,   -1.0516617593
  1742.170836,    0.1000000000,   -1.0640972977
  1833.2040172,    0.1000000000,   -1.0749647925
  1930.2422869,    0.1000000000,   -1.0858322873
  2048.6492112,    0.1000000000,   -1.0982678258
  2142.3340919,    0.1000000000,   -1.1075672769
  2257.3876272,    0.1000000000,   -1.1184347717
  2378.4462509,    0.1000000000,   -1.1293022665
  2757.2153647,    0.1000000000,   -1.1603367071
  3007.6801461,    0.1000000000,   -1.1789356093
  3370.0959797,    0.1000000000,   -1.2038066863
  3712.5668183,    0.1000000000,   -1.2255416758
  3919.3123571,    0.1000000000,   -1.2379772143
  4106.4269546,    0.1000000000,   -1.2488447091
  4299.5466405,    0.1000000000,   -1.2597122039
  4527.8982909,    0.1000000000,   -1.2721477424
  4758.9910751,    0.1000000000,   -1.2859328400
  5041.1700158,    0.1000000000,   -1.3020423366
  5295.3918062,    0.1000000000,   -1.3159555985
  5572.6890469,    0.1000000000,   -1.3305582172
  5966.0823213,    0.1000000000,   -1.3503708266
  6300.5114649,    0.1000000000,   -1.3664803232
  6410.1407923,    0.1000000000,   -1.3714179068
  6608.7268995,    0.1000000000,   -1.3805611905
  6881.1678521,    0.1000000000,   -1.3935602246
  7125.1895776,    0.1000000000,   -1.4057037408
  7345.6266966,    0.1000000000,   -1.4171343254
  7679.6106141,    0.1000000000,   -1.4354208929
  7990.6172109,    0.1000000000,   -1.4537074604
  8227.617905,    0.1000000000,   -1.4686451818
  8444.3721105,    0.1000000000,   -1.4832401616
  8543.6984423,    0.1000000000,   -1.4902805953
  8646.489776,    0.1000000000,   -1.4978351414
  8833.97066,    0.1000000000,   -1.5124301212
  8898.1937083,    0.1000000000,   -1.5177104464
  9004.8703911,    0.1000000000,   -1.5268537302
  9105.8023797,    0.1000000000,   -1.5359970139
  9259.4019978,    0.1000000000,   -1.5510442110
  9374.133057,    0.1000000000,   -1.5634268651
  9437.5278248,    0.1000000000,   -1.5708100404
  9551.8255206,    0.1000000000,   -1.5854050202
  9651.4864401,    0.1000000000,   -1.6000000000
  9651.4864401,    0.1000000000,   -1.6000000000
  9698.6924022,    0.1000000000,   -1.6167852825
  9742.0069127,    0.1000000000,   -1.6335705650
  9771.7273462,    0.1000000000,   -1.6460671233
  9797.207655,    0.1000000000,   -1.6575839042
  9816.9616455,    0.1000000000,   -1.6671411301
  9832.5127629,    0.1000000000,   -1.6751336252
  9845.1034615,    0.1000000000,   -1.6819639547
  9868.3517282,    0.1000000000,   -1.6956246139
  9888.355292,    0.1000000000,   -1.7088160806
  9907.1157749,    0.1000000000,   -1.7229459321
  9920.1735642,    0.1000000000,   -1.7342822601
  9935.569839,    0.1000000000,   -1.7502672503
  9945.9306277,    0.1000000000,   -1.7639279095
  9953.7139207,    0.1000000000,   -1.7775885686
  9958.9197207,    0.1000000000,   -1.7912492277
  9960.7435391,    0.1000000000,   -1.7990906953
  9961.8354303,    0.1000000000,   -1.8090452301
  9961.5988271,    0.1000000000,   -1.8185705460
  9965.1425292,    0.1000000000,   -1.8316196415
  9968.3487625,    0.1000000000,   -1.8441293446
  9973.1080744,    0.1000000000,   -1.8642257990
  9975.6736122,    0.1000000000,   -1.8760060749
  9979.3041608,    0.1000000000,   -1.8941681571
  9981.5756217,    0.1000000000,   -1.9066778602
  9984.5801855,    0.1000000000,   -1.9250994697
  9986.8867073,    0.1000000000,   -1.9408972730
  9989.0978757,    0.1000000000,   -1.9575758169
  9991.0086062,    0.1000000000,   -1.9742543608
  9992.015882,    0.1000000000,   -1.9843147736
  9993.4449521,    0.1000000000,   -2.0009933175
  9994.9381707,    0.1000000000,   -2.0242899925
  9995.6471499,    0.1000000000,   -2.0409685365
  9995.929535,    0.1000000000,   -2.0510289492
  9996.1568536,    0.1000000000,   -2.0677074932
  9996.6267239,    0.1000000000,   -2.0896540581
  9997.1568557,    0.1000000000,   -2.1087764164
  9997.359588,    0.1000000000,   -2.1166395697
  9997.6343953,    0.1000000000,   -2.1278987748
  9998.0137166,    0.1000000000,   -2.1448488667
  9998.5091307,    0.1000000000,   -2.1704977456
  9998.7803089,    0.1000000000,   -2.1871628121
  9998.9786129,    0.1000000000,   -2.2012674606
  9999.1483035,    0.1000000000,   -2.2153721091
  9999.2572507,    0.1000000000,   -2.2259987118
  9999.4018444,    0.1000000000,   -2.2435814061
  9999.4856948,    0.1000000000,   -2.2576860546
  9999.561363,    0.1000000000,   -2.2808776416
  9999.5655655,    0.1000000000,   -2.3000000000
  9999.5655655,    0.1000000000,   -2.3000000000
  9999.6194664,    0.1000000000,   -2.3142362726
  9999.6695331,    0.1000000000,   -2.3284725451
  9999.7095414,    0.1000000000,   -2.3407213067
  9999.7406336,    0.1000000000,   -2.3509016334
  9999.7967278,    0.1000000000,   -2.3711813628
  9999.8221462,    0.1000000000,   -2.3814426135
  9999.8363391,    0.1000000000,   -2.3875542946
  9999.8623532,    0.1000000000,   -2.3996539079
  9999.8894145,    0.1000000000,   -2.4138901804
  9999.9126416,    0.1000000000,   -2.4281264530
  9999.9315714,    0.1000000000,   -2.4419865058
  9999.9475932,    0.1000000000,   -2.4565989981
  9999.9593177,    0.1000000000,   -2.4708352706
  9999.967208,    0.1000000000,   -2.4850715432
  9999.971264,    0.1000000000,   -2.4993078157
  9999.9714858,    0.1000000000,   -2.5135440883
  9999.9678734,    0.1000000000,   -2.5277803608
  9999.9718349,    0.1000000000,   -2.5419999299
  9999.9770676,    0.1000000000,   -2.5630800382
  9999.981056,    0.1000000000,   -2.5817115236
  9999.9843383,    0.1000000000,   -2.5996885778
  9999.9856185,    0.1000000000,   -2.6076773101
  9999.9870646,    0.1000000000,   -2.6176656321
  9999.9896253,    0.1000000000,   -2.6372521199
  9999.991375,    0.1000000000,   -2.6519611725
  9999.9935039,    0.1000000000,   -2.6721469075
  9999.9957559,    0.1000000000,   -2.6978093249
  9999.9971696,    0.1000000000,   -2.7179950599
  9999.9980015,    0.1000000000,   -2.7327041125
  9999.9988709,    0.1000000000,   -2.7528898475
  9999.9995216,    0.1000000000,   -2.7785522649
  9999.9996758,    0.1000000000,   -2.7987379998
  9999.9995898,    0.1000000000,   -2.8134470524
  9999.9991997,    0.1000000000,   -2.8336327874
  9999.9991445,    0.1000000000,   -2.8513167888
  9999.9992586,    0.1000000000,   -2.8660902740
  9999.9993255,    0.1000000000,   -2.8757314269
  9999.9993979,    0.1000000000,   -2.8873130354
  9999.9994681,    0.1000000000,   -2.9001460649
  9999.9995461,    0.1000000000,   -2.9175225705
  9999.9995722,    0.1000000000,   -2.9245607030
